var0|var1|var2|var3|var4|var5|var6|var7|var8|var9|var10|var11|var12|var13|var14|var15|var16|var17|var18|var19|var20|var21|var22|var23|var24|var25|var26|var27|var28|var29|var30|var31|var32|var33|var34|var35|var36|var37|var38|var39|var40|var41|var42|var43|var44|var45|var46|var47|var48|var49|var50|var51|var52|var53|var54|var55|var56|var57|var58|var59|var60|var61|var62|var63|var64|var65|var66|var67|var68
7041872|2098715|N|null|227.02|20811.9112399|2200.0|5149.54876801|Y|2012-03-23|L03|B|X|null|18|4|*2|D|4.19|1|E|2|I|3166.26096892|42.75|5100|2013-06-24|00:00:00.108872|17|1|179|N|98027|F|2|X|S|0|1519849|3|125|4|273|R|8675|188|99|5|*2|N|2011-05-13|N|2011-04-26 00:00:01|737|C|2007-12-27 00:00:00|08|81|N|Y|*2|524|0|2|4|7|71446412.5909|0|552.15454
3824076|64157124|N|2008-12-20|761.0|14919.7064178|4750.0|10167.3446032|Y|1990-09-27|258|B|X|5X|24|1|*2|R|129.21|3|W|2|I|360.726946159|33.0|1000|2013-01-23|00:00:00.108872|50|1|1543|M|22022|S|0|M|P|0|786819|7|561|22|59|R|3741|276|228|5|*2|N|2005-02-10|Y|2005-05-13 00:00:01|622|P|null|01|81|N|Y|*2|826|0|2|4|0|56808761.7742|0|1737.0199
4656948|7434779|Y|2008-09-11|998.91|14958.5104237|3625.0|8330.57316595|Y|2001-03-26|C23|null|4|5Z|35|3|*2|F|146.82|5|P|1|B|6792.16135085|55.0|1000|2013-04-18|00:00:00.108872|00|8|2|N|20426|N|9|X|N|5|1336049|6|384|8|73|S|5983|276|974|8|*2|N|2004-12-17|Y|2010-05-23 00:00:01|635|C|2010-02-15 00:00:00|71|02|Y|Y|*2|458|0|1|2|1|32968350.6989|2|2450.8162
8070809|49962413|N|2007-08-31|2994.54|118.38974926|4200.0|15545.1992563|Y|1984-02-28|024|B|4|5Y|18|0|*2|F|70.31|0|W|1|I|15756.14896|589.85|5100|2013-03-03|00:00:00.108872|50|8|96|N|78294|S|0|M|N|3|1324050|*2|418|8|684|S|8299|188|883|5|*2|null|2008-08-03|N|2004-10-22 00:00:01|428|P|2006-07-21 00:00:00|00|00|Y|Y|*2|410|0|0|4|2|60132945.2753|8|1246.9673
1400645|62841109|Y|2004-11-29|256.2|28514.6267739|6000.0|1879.45111955|Y|1999-08-04|C01|B|4|5N|18|4|*2|D|2.77|5|I|2|I|824.219325421|365.0|1000|2013-04-22|00:00:00.108872|50|1|88|N|88233|N|2|M|P|2|1000000|6|333|6|58|A|5945|724|180|8|*2|N|2011-12-20|N|2004-03-09 00:00:01|305|M|2004-08-24 00:00:00|05|00|N|Y|*2|156|0|2|4|2|38741253.5134|2|2.6379035
6553787|31045630|N|2005-04-18|788.41|18909.8481391|23000.0|11497.9162101|Y|1993-07-10|056|B|4|5Y|4|2|*2|R|123.98|2|C|2|I|8791.04058314|204.5|1000|2013-03-27|00:00:00.108872|00|null|822|N|10897|F|1|M|S|3|1515450|5|87|2|290|N|5655|850|101|5|*2|N|2007-12-15|Y|2003-07-03 00:00:01|755|M|2004-07-07 00:00:00|08|81|N|Y|*2|124|0|0|8|7|72135662.4792|1|86.83297
6665765|29948246|N|2006-12-01|134.92|3610.15317847|3150.0|9763.05263003|Y|1984-02-12|C14|B|4|5Y|13|0|*2|D|23.52|0|K|2|I|15546.725722|29.02|1000|2013-04-29|00:00:00.108872|50|8|127|N|87751|A|0|M|P|1|1329849|2|333|3|174|C|7933|372|689|5|*2|N|2006-05-01|null|2011-08-01 00:00:01|717|C|2006-11-24 00:00:00|51|90|Y|Y|*2|156|0|1|0|2|5755461.76241|1|2520.0845
617462|70318705|N|2011-05-05|934.87|25645.6875089|1200.0|1187.65196196|null|1992-09-27|029|B|X|5W|21|0|*2|F|51.88|4|S|1|I|11588.9685057|203.0|5100|2013-02-01|00:00:00.108872|50|1|9|N|32956|F|1|X|N|2|3289473|1|461|2|687|D|5735|458|775|5|*2|Y|2010-03-30|N|2009-04-14 00:00:01|612|C|2012-01-04 00:00:00|02|90|Y|null|*2|458|0|2|8|1|8944019.86115|0|13.003605
5104585|91895844|N|2007-09-18|476.0|10280.4554623|341.0|344.470621878|Y|2011-09-24|026|B|X|5W|39|4|*2|A|5.03|2|C|2|B|1324.98976732|306.5|1000|2013-01-08|00:00:00.108872|17|2|565|N|28703|N|0|N|S|2|3152585|*2|150|3|633|A|3640|410|82|8|*2|Y|null|N|2006-10-31 00:00:01|927|P|2012-05-17 00:00:00|06|02|N|Y|*2|752|0|0|6|3|32793148.7676|2|412.21204
5149135|23628455|Y|2007-06-13|196.45|3899.20592446|30000.0|6284.98100034|Y|2004-09-02|024|B|X|5Z|10|2|*2|D|4.92|0|E|1|I|967.839055894|305.99|1000|2013-03-23|00:00:00.108872|50|1|155|M|77517|S|2|X|N|null|3152585|3|596|2|421|S|3750|124|225|8|*2|N|2012-12-09|N|null|985|C|2005-08-09 00:00:00|08|81|Y|Y|*2|524|0|1|8|0|87209010.8016|0|391.63846
5425766|44079521|N|2012-11-11|141.26|30430.8950759|600.0|8785.04512162|Y|2001-02-10|025|B|X|5N|35|2|*2|R|10.81|1|T|2|I|14699.4388694|386.0|1000|2013-02-24|00:00:00.108872|17|2|1000|M|19058|A|1|N|S|4|2726430|6|324|16|401|D|7277|840|228|5|*2|Y|2011-10-15|Y|2010-12-19 00:00:01|558|P|2003-10-25 00:00:00|05|00|Y|Y|*2|978|0|2|4|5|85812544.9793|8|1519.3944
2366281|51521804|N|2010-09-18|897.97|5134.75348447|3150.0|3026.96014252|Y|2006-12-09|256|B|X|5Z|16|0|*2|R|63.14|6|K|2|B|14077.0420385|1000.0|5100|2013-02-18|00:00:00.108872|17|2|84|N|89976|N|1|N|M|0|1519849|6|795|11|285|A|4411|392|86|5|*2|Y|2007-07-17|N|2011-08-09 00:00:01|981|C|2012-02-11 00:00:00|52|01|N|Y|*2|376|0|2|1|4|28160206.9275|2|6.282016
7407148|89618791|Y|null|250.0|34055.9683033|1900.0|17245.9904811|Y|2012-01-16|252|B|4|5A|9|3|*2|F|296.8|5|W|2|B|10298.8319189|148.0|1000|2013-02-14|00:00:00.108872|17|1|629|M|80697|null|2|X|S|0|1515450|*2|348|9|147|null|7311|372|904|8|*2|Y|2009-10-20|N|2012-11-25 00:00:01|217|M|2004-03-15 00:00:00|52|02|Y|Y|*2|484|0|1|7|5|96999132.0604|8|1034.0228
6847510|70074920|N|2006-11-25|230.26|25788.3790636|2200.0|15146.5209132|Y|1986-04-02|019|B|4|5N|28|0|*2|R|577.4|5|K|1|I|10272.3814722|200.0|1000|2013-02-11|00:00:00.108872|17|8|525|M|41243|F|2|X|S|2|1519849|0|896|11|978|T|3513|392|357|5|*2|N|2010-05-27|Y|2012-06-08 00:00:01|998|P|2013-05-21 00:00:00|71|01|Y|Y|*2|188|0|1|0|2|88132652.9124|1|9.780746
7204301|14297144|Y|2006-11-23|3398.2|39653.588484|325.0|2300.28358834|Y|1984-01-31|014|B|4|5X|6|2|*2|D|267.47|0|V|2|B|15894.1909004|85.0|1000|2013-02-07|00:00:00.108872|11|8|57|M|99623|S|1|M|P|4|2957136|6|796|8|488|A|8931|376|985|8|*2|N|2011-04-15|null|2004-04-06 00:00:01|424|P|2003-07-26 00:00:00|51|90|N|Y|*2|484|0|2|2|4|21023252.9029|0|336.771
3260706|64907907|N|2011-07-27|1750.0|5485.00039712|2350.0|10739.097292|null|2008-10-16|040|B|4|5Y|29|1|*2|D|237.11|3|P|2|B|6771.91766751|101.97|1000|2013-08-19|00:00:00.108872|17|1|499|N|97784|F|9|X|P|4|1336549|1|832|5|660|C|3076|642|248|8|*2|Y|2005-04-03|N|2010-09-27 00:00:01|638|P|2003-08-06 00:00:00|01|81|N|Y|*2|356|0|2|1|7|70826690.2761|1|2495.8816
8455381|32146096|Y|null|3967.41|17266.6704786|3000.0|1036.61240115|Y|2012-04-05|019|B|null|5A|14|3|*2|R|123.98|7|C|2|B|921.007027492|102.15|1000|2013-03-30|00:00:00.108872|11|2|1547|N|25801|N|9|N|N|5|4159301|6|863|5|671|S|7221|344|420|8|*2|N|2010-07-01|N|2009-06-25 00:00:01|8|P|2011-07-12 00:00:00|52|00|null|Y|*2|356|0|0|6|4|38262710.2195|1|1.6496164
6615039|89678279|N|2011-09-08|-23.0|22853.904295|3900.0|4981.18846043|Y|1989-05-31|040|null|X|5Y|18|2|*2|A|460.01|3|S|2|I|15541.9902175|126.5|1000|2013-02-09|00:00:00.108872|50|2|545|M|23593|S|1|N|M|0|1279150|0|398|22|717|O|4814|156|636|5|*2|Y|2010-04-27|Y|2010-03-02 00:00:01|175|C|2010-05-08 00:00:00|52|01|N|null|*2|348|0|2|7|7|93536575.5158|2|1307.4027
3955406|11152808|Y|2013-04-29|158.26|26703.0578314|4800.0|-855.504041088|Y|2008-04-02|L04|B|X|5Y|25|2|*2|R|29.81|0|U|1|B|10357.8240541|29.25|1000|2013-08-30|00:00:00.108872|11|1|82|M|14164|A|9|N|M|4|1336549|7|381|22|356|S|4511|630|11|8|*2|Y|2009-02-14|null|2005-08-30 00:00:01|906|M|2011-12-14 00:00:00|08|90|Y|Y|*2|752|0|0|4|2|23752603.8257|8|6.7957163
7126297|7310266|Y|2006-07-20|207.0|22842.6376917|311.0|12006.4339779|Y|1985-11-12|014|B|X|5X|22|3|*2|F|46.16|8|T|2|I|3696.62223758|203.0|1000|2013-02-01|00:00:00.108872|17|8|165|M|44045|N|1|X|M|2|1358749|*2|248|5|784|A|3510|480|225|8|*2|N|2006-01-05|Y|2007-10-28 00:00:01|944|C|2010-10-18 00:00:00|05|02|null|Y|*2|986|0|2|6|2|21502220.8169|8|3.1207852
5416222|45022568|N|2005-06-21|299.39|13203.8517209|200.0|-142.799660477|Y|2009-05-25|013|B|4|5X|6|1|*2|R|118.47|6|S|1|B|15617.9504393|245.0|1000|2013-03-03|00:00:00.108872|00|1|336|M|13661|N|1|X|N|1|1276999|4|947|14|445|N|5521|458|38|8|*2|Y|2010-02-25|Y|2002-10-18 00:00:01|3|M|2006-01-15 00:00:00|00|90|N|Y|*2|524|0|1|4|0|74411510.762|1|7.4415083
4705246|50005647|Y|null|449.97|21739.805143|17200.0|-1213.81136256|Y|1994-07-13|254|B|X|5A|19|4|*2|D|60.91|7|U|1|I|12654.8739033|265.0|1000|2013-07-29|00:00:00.108872|11|2|116|M|29368|S|9|M|S|5|1291150|*2|306|16|360|A|5992|840|293|8|*2|N|2011-07-07|N|2007-11-26 00:00:01|788|P|2004-11-23 00:00:00|52|81|N|Y|*2|840|0|2|6|7|36893972.714|0|1943.846
7532905|59911638|N|2006-04-05|394.83|15783.0121262|4500.0|12207.3150707|Y|2012-02-01|029|B|4|5W|10|2|*2|F|61.64|2|C|1|B|12766.7776133|406.0|1000|2013-06-22|00:00:00.108872|50|2|946|N|39779|N|0|M|N|1|1323849|6|503|4|652|R|3543|630|811|8|*2|N|2011-07-31|Y|2008-04-02 00:00:01|196|C|2011-11-15 00:00:00|05|02|Y|Y|*2|392|0|0|5|7|48261075.6047|8|12.996561
5525670|38139926|N|2007-05-09|888.68|3355.71122775|1850.0|8564.81324301|Y|2013-02-24|058|B|X|5X|20|3|*2|D|61.36|0|K|2|I|14025.2688255|51.5|1000|2013-05-26|00:00:00.108872|50|1|231|N|15589|F|2|X|N|2|1295650|5|799|1|45|D|7342|124|470|5|*2|N|2010-09-25|N|2005-12-29 00:00:01|577|M|2009-04-16 00:00:00|02|90|N|Y|*2|356|0|1|1|5|38602206.4783|8|3.553787
5538326|89593869|N|2007-04-02|1950.0|-753.459510431|4100.0|16253.8184969|Y|1985-03-03|L06|B|4|5X|18|2|*2|D|124.5|3|V|1|I|10083.1783281|145.5|5100|2013-08-31|00:00:00.108872|11|1|38|N|27463|F|1|M|N|3|1328250|1|490|7|368|S|3063|276|951|8|*2|Y|2010-04-18|Y|2005-04-06 00:00:01|782|P|2008-05-17 00:00:00|52|00|N|Y|*2|826|0|1|0|0|86694720.7041|1|26.69987
3101638|28979593|Y|2013-08-21|1050.0|33116.9857311|16500.0|8321.26121689|Y|2007-10-20|030|B|null|5X|13|2|*2|D|57.49|5|P|2|I|12023.3526037|308.0|1000|2013-07-03|00:00:00.108872|11|1|73|N|99359|A|9|M|M|1|1333349|6|431|9|647|T|5965|410|358|8|*2|N|2007-10-11|Y|null|158|P|2006-10-25 00:00:00|52|01|N|Y|*2|986|0|2|4|5|75248657.6005|0|7.4188676
4861387|42879885|Y|2004-11-22|1526.97|33941.5171043|13500.0|8526.218001|Y|2006-12-13|021|B|4|5N|0|4|*2|F|60.3|3|V|1|B|11914.7663142|44.95|1000|2013-04-14|00:00:00.108872|00|1|412|N|26578|S|2|N|N|4|1291150|7|512|14|128|D|5099|344|394|8|*2|N|2006-05-24|N|2010-03-07 00:00:01|429|C|2005-10-31 00:00:00|01|00|N|Y|*2|752|0|2|2|1|34380151.4618|1|2320.4824
7181796|90083927|Y|null|499.48|7342.30373883|3750.0|6237.91618179|Y|1997-05-06|014|B|4|5Z|29|3|*2|R|48.05|7|R|1|I|14019.2872865|425.0|1000|2013-07-07|00:00:00.108872|50|8|836|M|44396|S|null|N|S|4|1276999|5|994|2|702|A|8734|850|261|8|*2|Y|2005-03-08|N|null|603|P|2009-08-10 00:00:00|01|01|Y|Y|*2|376|0|0|6|5|92837215.8463|2|4.568477
4752339|65629312|N|2005-02-23|275.0|19523.2091214|23000.0|-1344.02784676|Y|1984-08-28|021|B|X|5X|22|2|*2|R|56.73|7|C|1|I|9019.96935938|143.95|5100|2013-08-10|00:00:00.108872|11|8|3750|M|46020|null|0|X|P|0|9219|3|284|5|635|D|5199|188|797|8|*2|N|2013-06-16|N|2012-03-22 00:00:01|499|M|2013-04-16 00:00:00|02|01|Y|Y|*2|188|0|2|1|0|91448605.1699|8|16.87488
658628|46020544|N|2012-05-10|128.0|1071.05586898|650.0|11972.464059|Y|1997-02-21|020|B|null|5Z|38|4|*2|R|72.51|4|W|1|I|15239.7098372|183.0|5100|2013-01-06|00:00:00.108872|00|1|140|N|29353|N|2|N|M|2|1333349|5|544|10|405|D|3005|156|65|8|*2|Y|2004-08-06|Y|2013-06-27 00:00:01|645|M|2004-07-20 00:00:00|08|00|Y|Y|*2|376|0|2|7|5|37047239.6273|0|44.924706
7904026|33118596|Y|2011-10-30|2331.23|33037.1202094|311.0|5213.53672807|Y|2006-07-07|253|B|X|5Y|17|3|*2|A|67.98|4|I|2|B|15339.6812862|200.0|1000|2013-04-01|00:00:00.108872|17|8|405|N|98183|S|2|M|P|2|101368|3|699|14|454|D|5551|276|402|5|*2|N|2004-09-09|Y|2013-08-23 00:00:01|304|P|2008-04-20 00:00:00|01|81|N|Y|*2|458|0|2|1|0|61950366.29|0|11.550335
6966414|51039086|N|2008-09-06|1895.0|30475.9240554|550.0|5482.21622019|Y|1998-09-01|015|B|X|5W|22|0|*2|A|31.04|7|R|1|I|1106.68775475|305.0|5100|2013-01-10|00:00:00.108872|50|8|1000|M|1616|S|1|X|P|4|1291150|0|660|16|515|C|3076|344|945|5|*2|N|null|N|2011-03-13 00:00:01|765|M|2010-02-13 00:00:00|51|00|Y|null|*2|524|0|1|2|7|47378969.3648|2|340.6131
2817331|33162720|N|2013-02-24|346.03|9752.34543848|1800.0|2355.29153995|Y|2000-09-04|256|null|X|5Y|4|0|*2|R|34.44|0|V|2|I|9900.75853043|23.5|1000|2013-01-12|00:00:00.108872|00|2|1040|N|4808|F|0|M|P|4|2726430|7|896|5|134|O|7311|458|217|8|*2|N|2011-03-22|Y|2005-07-07 00:00:01|737|C|2004-09-12 00:00:00|71|90|N|Y|*2|978|0|2|6|2|72623370.3229|1|5.416088
3446740|3908334|N|2011-09-16|349.12|21102.5492249|950.0|10075.3940343|Y|1995-01-01|252|B|X|5W|4|1|*2|A|210.56|4|P|2|I|4195.97810539|415.47|1000|2013-07-31|00:00:00.108872|50|1|341|N|66959|F|2|null|M|5|169233|0|930|1|705|S|7929|840|264|8|*2|N|null|N|2010-02-11 00:00:01|973|P|null|05|00|Y|Y|*2|188|0|1|8|1|90453929.0163|1|26.523697
3726102|63446159|Y|2006-11-11|2.0|11575.2330992|2750.0|5140.41283827|Y|2011-01-08|L04|B|4|5W|12|0|*2|F|248.0|5|T|1|B|5062.97039502|470.0|5100|2013-03-01|00:00:00.108872|17|8|3000|M|59473|F|9|X|N|2|45022|2|550|3|152|R|5722|480|212|5|*2|N|2004-10-26|Y|2004-08-07 00:00:01|861|M|null|06|01|N|Y|*2|392|0|0|6|0|null|0|14.898087
2221190|6375929|N|2006-08-15|138.11|15087.2867548|2850.0|3916.44080434|Y|1984-02-27|C14|B|4|5N|38|1|*2|F|35.95|1|R|1|B|177.364031515|64.24|5100|2013-08-20|00:00:00.108872|50|2|375|N|55208|A|0|M|P|null|1304040|5|163|0|757|S|5946|124|801|5|*2|Y|2013-08-13|Y|2012-03-03 00:00:01|459|P|2007-01-27 00:00:00|51|90|N|Y|*2|348|0|2|4|5|null|8|377.4702
5135938|86997971|N|2010-02-06|460.0|1328.96531873|4750.0|3601.71021401|Y|2004-03-20|254|B|null|5N|4|2|*2|R|236.45|0|N|2|B|12243.2129578|226.0|1000|2013-04-25|00:00:00.108872|00|8|201|M|79882|S|2|M|P|4|1328250|7|548|28|10|O|5599|344|186|8|*2|N|2004-11-06|Y|2008-01-24 00:00:01|87|P|2003-08-23 00:00:00|52|81|N|Y|*2|156|0|0|9|5|45923107.5358|2|41.237747
2752252|78135672|Y|2011-09-11|107.5|36648.3655625|24700.0|6789.307042|Y|2012-10-25|013|B|X|null|6|3|*2|R|43.39|1|K|1|I|3925.29447652|83.0|5100|2013-01-26|00:00:00.108872|50|8|244|null|46729|A|0|X|S|5|1333349|7|656|11|586|N|3501|480|77|8|*2|N|2012-03-01|N|2009-10-02 00:00:01|710|P|2004-05-27 00:00:00|02|01|N|null|*2|946|0|0|5|2|63792726.1192|1|1761.6682
3940400|48891471|Y|null|300.0|16501.9595226|2700.0|494.816417426|Y|2011-03-03|026|B|4|5W|12|1|*2|F|117.29|1|T|2|I|16080.9242935|142.25|1000|2013-06-22|00:00:00.108872|11|2|88|N|98738|S|0|M|P|4|9650180|1|151|1|618|O|8999|380|170|8|*2|N|2010-06-08|null|2012-04-20 00:00:01|968|P|2005-08-13 00:00:00|52|00|null|Y|*2|524|0|0|5|4|68735943.4711|8|2.6770258
1790573|89172865|N|2012-03-25|219.79|23044.5586346|13650.0|15832.5720683|Y|1997-02-02|253|B|4|5Y|22|0|*2|A|43.67|2|N|1|I|15611.5324403|203.99|1000|2013-03-30|00:00:00.108872|00|2|144|M|12075|A|2|N|N|1|1545699|6|883|14|294|N|3614|630|45|8|*2|N|2009-12-04|N|2007-07-26 00:00:01|268|P|2008-10-31 00:00:00|00|02|N|Y|*2|410|0|1|5|4|21360226.5612|0|2573.5007
2093623|24104570|Y|2009-09-07|1133.28|36210.4294188|3625.0|9889.43873047|Y|1988-04-11|025|B|4|5Y|10|4|*2|F|283.11|1|K|1|I|11804.2659346|13.0|5100|2013-04-04|00:00:00.108872|17|2|101|N|28486|F|0|M|P|0|1560749|0|930|3|824|S|3405|188|371|5|*2|Y|2005-02-11|Y|2013-06-25 00:00:01|877|P|null|01|02|N|Y|*2|188|0|0|2|3|59519727.3583|0|15.756973
163692|71692382|N|2007-10-20|3700.0|287.55234617|800.0|14533.7759741|Y|2006-05-29|029|null|X|5W|9|3|*2|F|123.97|0|N|1|I|15428.6516894|103.75|5100|2013-05-07|00:00:00.108872|17|2|954|N|99890|A|2|N|N|1|1336549|7|806|6|569|T|3390|630|209|8|*2|null|2007-06-14|Y|2009-01-10 00:00:01|78|P|2009-09-09 00:00:00|01|01|Y|Y|*2|946|0|0|6|2|75424691.6792|8|715.2884
3757821|16150213|Y|2006-10-29|38.95|38527.8037339|301.0|11368.0990377|Y|2007-03-05|013|B|4|5N|5|3|*2|F|53.27|5|W|1|B|11429.1191758|386.0|1000|2013-04-15|00:00:00.108872|50|1|405|N|63252|F|9|M|P|null|2740627|*2|886|0|824|D|3690|410|7|5|*2|Y|2006-04-15|N|2007-10-19 00:00:01|940|C|2009-03-06 00:00:00|02|90|N|Y|*2|524|0|1|1|5|89006946.7464|1|1091.2102
3021903|83781371|Y|2006-01-18|827.29|30343.5901864|201.0|12197.0293125|Y|2004-10-10|040|B|X|5A|33|0|*2|D|34.43|7|W|2|B|9435.96049965|306.5|1000|2013-06-10|00:00:00.108872|17|2|1006|N|40836|F|0|M|P|3|98198|2|178|28|682|O|3136|524|595|8|*2|Y|2006-08-29|Y|2011-12-24 00:00:01|263|P|2011-03-12 00:00:00|08|02|Y|null|*2|458|0|0|4|7|null|1|58.50849
1063020|39322909|N|null|87.96|13422.4517893|600.0|914.308478794|Y|1995-03-10|015|B|X|5X|0|0|*2|F|14.91|1|T|2|B|7394.39314545|60.0|5100|2013-05-12|00:00:00.108872|00|8|298|M|21880|F|0|M|P|0|3289473|7|802|28|724|T|3503|124|667|5|*2|Y|2012-11-24|N|2005-08-18 00:00:01|454|P|2004-11-03 00:00:00|05|90|Y|Y|*2|826|0|0|7|7|29811571.9172|2|48.866158
61898|83000025|Y|2004-08-08|8250.0|8350.86814407|1650.0|11159.8503044|Y|1994-12-07|252|B|4|5X|30|0|*2|D|32.77|0|K|2|B|10023.0300931|126.5|1000|2013-06-12|00:00:00.108872|11|8|127|M|98467|F|2|M|null|1|19837|3|669|9|511|R|0780|076|16|5|*2|N|2012-07-28|Y|2002-09-25 00:00:01|159|C|2009-11-13 00:00:00|02|02|Y|Y|*2|188|0|1|8|1|null|2|54.204365
9059245|82896361|N|2006-08-11|65.0|493.25590332|201.0|7994.30418598|null|1989-09-05|019|B|4|5Y|19|0|*2|F|21.35|0|V|1|I|7718.25117672|29.02|1000|2013-04-16|00:00:00.108872|00|8|111|M|84418|A|9|N|P|4|1353249|3|270|16|631|S|5734|380|87|5|*2|N|2009-01-14|Y|2011-02-20 00:00:01|429|M|2008-11-03 00:00:00|02|01|Y|Y|*2|978|0|0|0|1|null|2|174.07918
8435966|4946421|Y|2005-04-01|985.8|26016.5874726|1850.0|-235.398282941|null|1994-02-12|259|B|X|5N|15|1|*2|F|19.74|3|U|1|B|14057.818197|1.0|1000|2013-08-04|00:00:00.108872|00|null|130|N|82052|S|1|X|N|4|1285950|*2|49|7|319|R|4900|356|456|5|*2|N|2006-09-14|N|2010-02-09 00:00:01|570|M|null|52|01|Y|Y|*2|124|0|1|4|4|33287483.9536|0|11.114223
2022905|83491184|N|2013-08-29|146.19|6112.31174664|6000.0|901.086303246|Y|1993-05-24|L05|B|X|5W|24|3|*2|R|88.46|5|I|2|I|6363.41782602|226.0|1000|2013-07-03|00:00:00.108872|11|2|126|N|61711|null|9|X|N|4|1304040|0|938|8|826|S|3357|752|534|5|*2|Y|2004-09-01|Y|2005-02-08 00:00:01|588|P|null|01|01|Y|Y|*2|978|0|0|8|0|19412761.2289|1|340.02417
5787666|53875635|N|2005-08-11|2796.33|21153.920711|2200.0|2561.34540028|Y|1987-01-17|023|B|X|5A|26|3|*2|D|10.24|4|R|1|I|3129.53656388|386.0|1000|2013-03-11|00:00:00.108872|11|8|207|null|11368|S|1|N|M|4|1329849|1|776|7|506|C|3136|458|824|8|*2|N|2005-05-29|Y|2008-07-23 00:00:01|560|C|2008-02-09 00:00:00|05|01|Y|Y|*2|458|0|0|8|7|65916570.6488|2|16.173866
6402568|86810662|N|2012-05-05|75.83|38461.9849636|1350.0|4815.78967266|Y|2006-12-03|253|null|4|null|29|3|*2|A|55.48|1|V|2|B|14862.7531976|263.0|1000|2013-06-11|00:00:00.108872|00|1|946|M|30556|N|0|X|M|3|3152585|*2|493|28|944|A|6010|376|720|8|*2|Y|2008-08-31|N|2011-05-24 00:00:01|641|P|2010-04-25 00:00:00|52|01|Y|Y|*2|840|0|1|2|1|3509827.74294|0|33.742702
2250423|38566210|Y|2005-08-15|19.1|23074.5620742|2305.0|17416.2870953|Y|2012-03-01|C01|B|X|5A|4|2|*2|A|449.04|1|P|1|I|898.429712492|1700.0|5100|2013-06-10|00:00:00.108872|00|1|244|N|64288|S|1|M|P|2|1287649|0|252|5|65|C|3692|524|446|8|*2|N|2013-05-30|Y|2007-07-29 00:00:01|249|P|2003-08-19 00:00:00|02|01|N|Y|*2|188|0|0|5|7|15539691.8783|0|517.377
4829672|85428272|Y|2005-07-16|73.0|-462.163797733|750.0|11647.5385434|Y|1998-09-04|053|B|4|5Y|2|2|*2|F|50.26|7|K|2|I|10859.1362767|182.25|5100|2013-04-20|00:00:00.108872|11|1|15|M|69952|A|0|N|M|5|1324050|0|572|5|997|D|5411|826|203|8|*2|N|2006-01-16|Y|2002-12-21 00:00:01|127|C|2003-10-28 00:00:00|05|81|Y|Y|*2|840|0|2|8|7|48529829.7|1|25.771036
4098917|36643969|Y|2005-02-18|2499.93|32304.0373469|2800.0|3864.1599424|Y|1999-10-10|253|B|X|5Y|19|2|*2|F|42.81|6|V|2|I|11855.556573|42.5|1000|2013-05-28|00:00:00.108872|11|1|120|M|61967|F|2|N|S|5|1000000|7|689|22|930|T|7296|850|677|8|*2|Y|2012-06-19|N|2009-04-02 00:00:01|64|M|2007-09-28 00:00:00|02|01|Y|Y|*2|156|0|1|2|2|1291388.85423|2|2477.1438
7191245|11032359|N|2011-05-31|934.21|24154.2285772|341.0|5118.60796366|Y|2012-12-25|011|B|4|5N|31|1|*2|F|20.75|7|K|1|B|2841.8862278|200.0|1000|2013-01-16|00:00:00.108872|11|8|128|N|46555|N|2|N|P|1|786819|5|259|9|983|R|5722|356|917|5|*2|Y|2008-03-18|N|2007-03-24 00:00:01|271|P|2006-05-24 00:00:00|01|01|N|Y|*2|124|0|1|0|4|3396774.27479|0|20.096428
4604504|70318705|Y|2010-04-10|167.0|38667.0674443|751.0|17318.1991391|null|2000-05-16|256|B|4|5N|1|3|*2|A|71.76|0|R|1|B|11389.6164992|2400.0|1000|2013-01-21|00:00:00.108872|00|1|1181|N|69520|A|2|N|S|0|0|7|506|16|723|R|8241|642|250|5|*2|N|2007-03-30|N|2011-06-29 00:00:01|195|M|2010-07-20 00:00:00|06|90|Y|Y|*2|348|0|0|8|5|22524858.6997|0|29.17947
6596545|87979416|N|2013-04-17|196.45|29582.0038395|3100.0|5236.86021662|Y|1987-02-26|C14|B|X|5W|23|4|*2|A|223.76|6|S|2|I|10356.7803356|246.0|5100|2013-04-12|00:00:00.108872|00|2|974|M|82126|S|9|N|N|1|1335750|6|980|16|634|C|5198|276|535|8|*2|null|2012-12-20|N|2008-06-24 00:00:01|644|M|2010-07-17 00:00:00|05|02|Y|Y|*2|826|0|0|7|3|12246937.7113|2|21.191002
1528879|85844031|Y|2005-07-08|293.72|22387.3044751|600.0|8598.79844885|Y|1999-03-27|C01|B|X|5Z|16|2|*2|F|504.79|5|E|2|I|3939.69218514|304.5|5100|2013-04-28|00:00:00.108872|00|2|766|N|1566|N|2|M|P|2|169233|2|886|2|141|O|5451|076|157|5|*2|Y|2012-06-09|N|2011-01-26 00:00:01|656|C|2007-10-15 00:00:00|05|02|N|Y|*2|392|0|1|5|7|65855131.924|8|2.6498642
1945769|12480481|Y|2004-07-16|3237.23|36313.1716306|20000.0|14840.9819622|Y|1985-09-09|258|null|4|5W|16|1|*2|D|610.64|0|K|2|B|15777.7980833|142.25|5100|2013-01-03|00:00:00.108872|11|8|18|M|26324|N|9|M|P|1|3289473|7|109|0|320|T|5655|246|465|5|*2|Y|2007-08-15|Y|2010-10-18 00:00:01|552|M|2007-04-06 00:00:00|05|01|null|null|*2|978|0|1|4|3|null|1|6.849384
